Java HotSpot(TM) 64-Bit Server VM (25.131-b11) for linux-amd64 JRE (1.8.0_131-b11), built on Mar 15 2017 01:23:40 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
2021-03-30T21:11:49.733+0200: 7143.388: [GC (Allocation Failure) [PSYoungGen: 34531768K->3766248K(44939776K)] 46277519K->15512240K(58602496K), 0.1571783 secs] [Times: user=5.88 sys=0.06, real=0.15 secs] 
2021-03-30T21:12:26.451+0200: 7180.107: [GC (Allocation Failure) [PSYoungGen: 35901416K->6331291K(47019008K)] 47647408K->18077282K(60681728K), 0.4866622 secs] [Times: user=4.73 sys=15.58, real=0.49 secs] 
Heap
 PSYoungGen      total 47019008K, used 38093146K [0x00007f05a0380000, 0x00007f13c6780000, 0x00007f1429000000)
  eden space 35273728K, 90% used [0x00007f05a0380000,0x00007f0d32cefdd8,0x00007f0e09280000)
  from space 11745280K, 53% used [0x00007f10f9980000,0x00007f127c066df0,0x00007f13c6780000)
  to   space 12036608K, 0% used [0x00007f0e09280000,0x00007f0e09280000,0x00007f10e7d00000)
 ParOldGen       total 13662720K, used 11745991K [0x00007ee88ea00000, 0x00007eebd0880000, 0x00007f05a0380000)
  object space 13662720K, 85% used [0x00007ee88ea00000,0x00007eeb5b8b1c48,0x00007eebd0880000)
 Metaspace       used 51690K, capacity 52401K, committed 54016K, reserved 55296K
