Java HotSpot(TM) 64-Bit Server VM (25.131-b11) for linux-amd64 JRE (1.8.0_131-b11), built on Mar 15 2017 01:23:40 by "java_re" with gcc 4.3.0 20080428 (Red Hat 4.3.0-8)
2021-03-30T20:54:28.118+0200: 6101.772: [GC (Allocation Failure) [PSYoungGen: 31514106K->7369563K(33469440K)] 40832361K->16688098K(44043776K), 0.2198673 secs] [Times: user=7.28 sys=0.01, real=0.22 secs] 
2021-03-30T20:54:50.134+0200: 6123.787: [GC (Allocation Failure) [PSYoungGen: 32360795K->8208591K(35624960K)] 41679330K->17527406K(46199296K), 0.6077982 secs] [Times: user=5.97 sys=19.61, real=0.61 secs] 
2021-03-30T20:55:28.229+0200: 6161.883: [GC (Allocation Failure) [PSYoungGen: 34971343K->4774396K(36231680K)] 44290158K->14093507K(46806016K), 0.1678792 secs] [Times: user=6.32 sys=0.00, real=0.17 secs] 
2021-03-30T20:56:08.812+0200: 6202.466: [GC (Allocation Failure) [PSYoungGen: 31537148K->3311651K(38419456K)] 40856259K->12630978K(48993792K), 0.1285356 secs] [Times: user=4.32 sys=0.01, real=0.13 secs] 
2021-03-30T20:56:54.592+0200: 6248.246: [GC (Allocation Failure) [PSYoungGen: 32515107K->3382488K(31257600K)] 41834434K->12701815K(41831936K), 0.1215128 secs] [Times: user=4.58 sys=0.00, real=0.12 secs] 
2021-03-30T20:57:33.643+0200: 6287.297: [GC (Allocation Failure) [PSYoungGen: 31257304K->4516238K(34236928K)] 40576631K->13835877K(44811264K), 0.1479882 secs] [Times: user=5.50 sys=0.01, real=0.15 secs] 
2021-03-30T20:58:08.245+0200: 6321.899: [GC (Allocation Failure) [PSYoungGen: 31128462K->4807637K(30219776K)] 40448101K->14127483K(40794112K), 0.1943308 secs] [Times: user=5.62 sys=0.04, real=0.20 secs] 
2021-03-30T20:58:37.065+0200: 6350.719: [GC (Allocation Failure) [PSYoungGen: 30219733K->5693805K(31586304K)] 39539579K->15013852K(42160640K), 0.2238293 secs] [Times: user=7.05 sys=0.05, real=0.23 secs] 
2021-03-30T20:59:00.961+0200: 6374.615: [GC (Allocation Failure) [PSYoungGen: 29965165K->6997363K(30184448K)] 39285212K->16317698K(40758784K), 0.2197366 secs] [Times: user=8.23 sys=0.03, real=0.22 secs] 
2021-03-30T20:59:16.596+0200: 6390.250: [GC (GCLocker Initiated GC) [PSYoungGen: 30184307K->8945649K(31104512K)] 39504729K->18499917K(41678848K), 0.2752197 secs] [Times: user=11.23 sys=0.01, real=0.27 secs] 
2021-03-30T20:59:30.421+0200: 6404.075: [GC (Allocation Failure) [PSYoungGen: 31104497K->9973759K(32132608K)] 40658768K->19689306K(42706944K), 0.2988100 secs] [Times: user=12.31 sys=0.00, real=0.30 secs] 
2021-03-30T20:59:54.678+0200: 6428.332: [GC (Allocation Failure) [PSYoungGen: 32132607K->8522638K(35227136K)] 41848154K->18238521K(45801472K), 0.5629303 secs] [Times: user=8.98 sys=14.77, real=0.56 secs] 
2021-03-30T21:00:27.752+0200: 6461.405: [GC (Allocation Failure) [PSYoungGen: 32596878K->4249630K(35574784K)] 42312761K->13965864K(46149120K), 0.1611044 secs] [Times: user=6.37 sys=0.01, real=0.16 secs] 
2021-03-30T21:00:57.637+0200: 6491.291: [GC (Allocation Failure) [PSYoungGen: 28323870K->4854068K(37002752K)] 38040104K->14570534K(47577088K), 0.1591771 secs] [Times: user=6.33 sys=0.00, real=0.16 secs] 
2021-03-30T21:01:30.361+0200: 6524.015: [GC (Allocation Failure) [PSYoungGen: 31207732K->5862863K(37460992K)] 40924198K->15579329K(48035328K), 0.1771579 secs] [Times: user=6.95 sys=0.01, real=0.18 secs] 
2021-03-30T21:02:14.237+0200: 6567.890: [GC (Allocation Failure) [PSYoungGen: 32216527K->3368913K(32326144K)] 41932993K->13085379K(42900480K), 0.1186058 secs] [Times: user=3.89 sys=0.00, real=0.11 secs] 
2021-03-30T21:03:04.428+0200: 6618.082: [GC (Allocation Failure) [PSYoungGen: 28535249K->2637656K(26675712K)] 38251715K->12354123K(37250048K), 0.1017318 secs] [Times: user=3.55 sys=0.00, real=0.10 secs] 
2021-03-30T21:03:37.166+0200: 6650.820: [GC (Allocation Failure) [PSYoungGen: 26675544K->4271369K(31987200K)] 36392011K->13988163K(42561536K), 0.1665985 secs] [Times: user=5.89 sys=0.07, real=0.17 secs] 
2021-03-30T21:04:05.030+0200: 6678.684: [GC (Allocation Failure) [PSYoungGen: 27236617K->5156808K(27102208K)] 36953411K->14873874K(37676544K), 0.2467743 secs] [Times: user=6.72 sys=0.11, real=0.25 secs] 
2021-03-30T21:04:26.829+0200: 6700.482: [GC (Allocation Failure) [PSYoungGen: 27102152K->6248431K(29689856K)] 36819218K->15965729K(40264192K), 0.2455631 secs] [Times: user=8.13 sys=0.06, real=0.24 secs] 
2021-03-30T21:04:47.605+0200: 6721.258: [GC (Allocation Failure) [PSYoungGen: 27224047K->7060506K(27115008K)] 36941345K->16778100K(37689344K), 0.2388037 secs] [Times: user=8.92 sys=0.14, real=0.24 secs] 
2021-03-30T21:05:04.599+0200: 6738.253: [GC (Allocation Failure) [PSYoungGen: 27114522K->7957281K(29594624K)] 36832116K->17675092K(40168960K), 0.2491904 secs] [Times: user=9.76 sys=0.09, real=0.25 secs] 
2021-03-30T21:05:20.797+0200: 6754.451: [GC (Allocation Failure) [PSYoungGen: 27578657K->9088293K(30027264K)] 37296468K->18806927K(40601600K), 0.2812528 secs] [Times: user=11.72 sys=0.00, real=0.28 secs] 
2021-03-30T21:05:38.632+0200: 6772.286: [GC (Allocation Failure) [PSYoungGen: 28709669K->9411565K(31980544K)] 38428303K->19132188K(42554880K), 0.4768814 secs] [Times: user=9.76 sys=10.26, real=0.48 secs] 
2021-03-30T21:06:17.155+0200: 6810.809: [GC (Allocation Failure) [PSYoungGen: 30242285K->3249626K(32682496K)] 39962908K->12972269K(43256832K), 0.1185136 secs] [Times: user=4.37 sys=0.04, real=0.12 secs] 
2021-03-30T21:06:58.005+0200: 6851.659: [GC (Allocation Failure) [PSYoungGen: 24080346K->2537408K(34441728K)] 33802989K->12260355K(45016064K), 0.1107064 secs] [Times: user=3.57 sys=0.00, real=0.12 secs] 
2021-03-30T21:07:38.557+0200: 6892.211: [GC (Allocation Failure) [PSYoungGen: 25240512K->2649652K(24346112K)] 34963459K->12372599K(34920448K), 0.0974628 secs] [Times: user=3.04 sys=0.00, real=0.09 secs] 
2021-03-30T21:08:12.847+0200: 6926.501: [GC (Allocation Failure) [PSYoungGen: 24345652K->2829172K(31256576K)] 34068599K->12552456K(41830912K), 0.1019342 secs] [Times: user=3.58 sys=0.01, real=0.11 secs] 
2021-03-30T21:08:39.029+0200: 6952.683: [GC (Allocation Failure) [PSYoungGen: 23568244K->4445330K(24274944K)] 33291528K->14168877K(34849280K), 0.1411663 secs] [Times: user=5.55 sys=0.02, real=0.14 secs] 
2021-03-30T21:09:00.525+0200: 6974.179: [GC (Allocation Failure) [PSYoungGen: 24274578K->5930162K(28625408K)] 33998125K->15653926K(39199744K), 0.2489145 secs] [Times: user=7.02 sys=0.06, real=0.25 secs] 
2021-03-30T21:09:18.865+0200: 6992.519: [GC (Allocation Failure) [PSYoungGen: 24894130K->7402639K(25544192K)] 34617894K->17126698K(36118528K), 0.2464120 secs] [Times: user=9.67 sys=0.06, real=0.25 secs] 
2021-03-30T21:09:35.099+0200: 7008.753: [GC (Allocation Failure) [PSYoungGen: 25543823K->7329859K(29087744K)] 35267882K->17054238K(39662080K), 0.2095514 secs] [Times: user=8.61 sys=0.00, real=0.21 secs] 
2021-03-30T21:09:53.020+0200: 7026.674: [GC (Allocation Failure) [PSYoungGen: 25336387K->8745671K(29222400K)] 35060766K->18470306K(39796736K), 0.2721324 secs] [Times: user=11.40 sys=0.09, real=0.27 secs] 
2021-03-30T21:10:09.614+0200: 7043.268: [GC (GCLocker Initiated GC) [PSYoungGen: 26752199K->8257555K(31265280K)] 36476835K->17982503K(41839616K), 0.2576828 secs] [Times: user=10.39 sys=0.00, real=0.26 secs] 
2021-03-30T21:10:25.223+0200: 7058.877: [GC (Allocation Failure) [PSYoungGen: 27713043K->9121166K(31535104K)] 37438010K->18846381K(42109440K), 0.2841939 secs] [Times: user=11.78 sys=0.01, real=0.28 secs] 
2021-03-30T21:10:38.969+0200: 7072.623: [GC (Allocation Failure) [PSYoungGen: 28576654K->9708268K(33516032K)] 38301869K->19433771K(44090368K), 0.5951980 secs] [Times: user=8.99 sys=16.10, real=0.59 secs] 
2021-03-30T21:11:02.199+0200: 7095.853: [GC (Allocation Failure) [PSYoungGen: 30644460K->8675693K(34103808K)] 40369963K->18401484K(44678144K), 0.2786254 secs] [Times: user=11.52 sys=0.00, real=0.28 secs] 
2021-03-30T21:11:38.812+0200: 7132.466: [GC (Allocation Failure) [PSYoungGen: 29611885K->3300976K(36255744K)] 39337676K->13027223K(46830080K), 0.1309641 secs] [Times: user=4.72 sys=0.13, real=0.13 secs] 
2021-03-30T21:12:23.221+0200: 7176.875: [GC (Allocation Failure) [PSYoungGen: 26557552K->2853670K(36484096K)] 36283799K->12580389K(47058432K), 0.1150916 secs] [Times: user=4.08 sys=0.05, real=0.12 secs] 
2021-03-30T21:12:52.518+0200: 7206.172: [GC (Allocation Failure) [PSYoungGen: 26110246K->6220654K(37295616K)] 35836965K->15947589K(47869952K), 0.2963249 secs] [Times: user=6.55 sys=5.70, real=0.29 secs] 
Heap
 PSYoungGen      total 37295616K, used 14909224K [0x00007f8deb580000, 0x00007f99f8500000, 0x00007f9c74200000)
  eden space 25521664K, 34% used [0x00007f8deb580000,0x00007f8ffda6e760,0x00007f9401100000)
  from space 11773952K, 52% used [0x00007f9729b00000,0x00007f98a55dbbf8,0x00007f99f8500000)
  to   space 12511232K, 0% used [0x00007f9401100000,0x00007f9401100000,0x00007f96fcb00000)
 ParOldGen       total 10574336K, used 9726934K [0x00007f70d9c00000, 0x00007f735f280000, 0x00007f8deb580000)
  object space 10574336K, 91% used [0x00007f70d9c00000,0x00007f732b6f5b80,0x00007f735f280000)
 Metaspace       used 47885K, capacity 48534K, committed 49920K, reserved 51200K
